日付,天気,売り上げ
2015-03-18,晴れ,163589
2015-03-19,晴れ,165501
2015-03-20,晴れ,172880
2015-03-21,くもり,160980
2015-03-22,晴れ,175008
2015-03-23,晴れ,171193
2015-03-24,くもり,124395
2015-03-25,晴れ,156890
2015-03-26,晴れ,144614
2015-03-27,くもり,147765
2015-03-28,くもり,149835
2015-03-29,くもり,146146
2015-03-30,晴れ,147751
2015-03-31,晴れ,159042
2015-04-01,晴れ,134794
2015-04-02,晴れ,176872
2015-04-03,晴れ,191595
2015-04-04,晴れ,185735
2015-04-05,晴れ,180602
2015-04-06,晴れ,154263
2015-04-07,くもり,138427
2015-04-08,晴れ,153195
2015-04-09,くもり,129161
2015-04-10,くもり,157914
2015-04-11,雨,136866
2015-04-12,晴れ,160614
2015-04-13,晴れ,166636
2015-04-14,晴れ,154324
2015-04-15,くもり,132870
2015-04-16,くもり,138090
2015-04-17,晴れ,167238
2015-04-18,晴れ,180272
2015-04-19,くもり,148768
2015-04-20,くもり,134903
2015-04-21,くもり,135239
2015-04-22,雨,121410
2015-04-23,雨,122828
2015-04-24,くもり,136579
2015-04-25,晴れ,184639
2015-04-26,晴れ,185572
2015-04-27,晴れ,162167
2015-04-28,晴れ,146023
2015-04-29,晴れ,161688
2015-04-30,くもり,150537
2015-05-01,くもり,165476
2015-05-02,晴れ,203706
2015-05-03,晴れ,180134
2015-05-04,晴れ,177381
2015-05-05,晴れ,162401
2015-05-06,晴れ,160434
2015-05-07,晴れ,174301
2015-05-08,くもり,176599
2015-05-09,くもり,181723
2015-05-10,くもり,156223
2015-05-11,くもり,144764
2015-05-12,雨,127371
2015-05-13,晴れ,159419
2015-05-14,雨,127522
2015-05-15,くもり,166677
2015-05-16,雨,135458
2015-05-17,晴れ,193214
2015-05-18,晴れ,162876
2015-05-19,くもり,142688
2015-05-20,雨,112558
2015-05-21,晴れ,178912
2015-05-22,晴れ,183942
2015-05-23,くもり,170646
2015-05-24,晴れ,177014
2015-05-25,晴れ,174164
2015-05-26,晴れ,157792
2015-05-27,晴れ,168532
2015-05-28,晴れ,159022
2015-05-29,晴れ,190895
2015-05-30,晴れ,186775
2015-05-31,晴れ,184556
2015-06-01,くもり,149801
2015-06-02,雨,117832
2015-06-03,雨,124504
2015-06-04,雨,120637
2015-06-05,くもり,159816
2015-06-06,晴れ,193429
2015-06-07,晴れ,190502
2015-06-08,くもり,141931
2015-06-09,くもり,138865
2015-06-10,晴れ,157998
2015-06-11,晴れ,164785
2015-06-12,くもり,166612
2015-06-13,くもり,171902
2015-06-14,雨,145574
2015-06-15,くもり,144497
2015-06-16,くもり,135552
2015-06-17,晴れ,173167
2015-06-18,晴れ,171501
2015-06-19,晴れ,182209
2015-06-20,晴れ,191135
2015-06-21,晴れ,184751
2015-06-22,くもり,145543
2015-06-23,くもり,138388
2015-06-24,くもり,141588
2015-06-25,雨,129004
2015-06-26,晴れ,168839
2015-06-27,晴れ,188069
2015-06-28,くもり,170531
2015-06-29,晴れ,176034
2015-06-30,くもり,137508
2015-07-01,くもり,155385
2015-07-02,晴れ,178741
2015-07-03,晴れ,195722
2015-07-04,晴れ,201830
2015-07-05,くもり,170309
2015-07-06,くもり,151235
2015-07-07,くもり,146259
2015-07-08,晴れ,163887
2015-07-09,晴れ,159465
2015-07-10,晴れ,189492
2015-07-11,晴れ,201274
2015-07-12,晴れ,202300
2015-07-13,晴れ,182535
2015-07-14,くもり,146549
2015-07-15,くもり,150876
2015-07-16,晴れ,173047
2015-07-17,晴れ,197611
2015-07-18,晴れ,214574
2015-07-19,晴れ,185887
2015-07-20,雨,139121
2015-07-21,晴れ,175910
2015-07-22,晴れ,153608
2015-07-23,晴れ,170319
2015-07-24,晴れ,195952
2015-07-25,晴れ,203284
2015-07-26,くもり,176324
2015-07-27,晴れ,188678
2015-07-28,晴れ,178988
2015-07-29,雨,125811
2015-07-30,晴れ,178825
2015-07-31,晴れ,205449
2015-08-01,晴れ,202078
2015-08-02,晴れ,186450
2015-08-03,晴れ,169563
2015-08-04,晴れ,165560
2015-08-05,くもり,147594
2015-08-06,くもり,152434
2015-08-07,くもり,177020
2015-08-08,くもり,185656
2015-08-09,くもり,170259
2015-08-10,晴れ,179855
2015-08-11,晴れ,164270
2015-08-12,晴れ,175503
2015-08-13,晴れ,179557
2015-08-14,晴れ,185000
2015-08-15,晴れ,199088
2015-08-16,晴れ,196478
2015-08-17,晴れ,167846
2015-08-18,くもり,137479
2015-08-19,晴れ,161373
2015-08-20,晴れ,183548
2015-08-21,晴れ,195504
2015-08-22,晴れ,189844
2015-08-23,晴れ,201736
2015-08-24,晴れ,170226
2015-08-25,晴れ,162008
2015-08-26,晴れ,177199
2015-08-27,くもり,148049
2015-08-28,くもり,175980
2015-08-29,くもり,186022
2015-08-30,晴れ,192495
2015-08-31,晴れ,169996
2015-09-01,晴れ,148839
2015-09-02,晴れ,150616
2015-09-03,晴れ,158521
2015-09-04,くもり,159136
2015-09-05,くもり,143750
2015-09-06,くもり,149833
2015-09-07,晴れ,163208
2015-09-08,くもり,127502
2015-09-09,くもり,140382
2015-09-10,くもり,134648
2015-09-11,くもり,146124
2015-09-12,雨,137430
2015-09-13,くもり,165516
2015-09-14,雨,118423
2015-09-15,雨,118359
2015-09-16,雨,106857
2015-09-17,雨,122591
2015-09-18,晴れ,174210
2015-09-19,晴れ,183688
2015-09-20,くもり,156760
2015-09-21,晴れ,165249
2015-09-22,くもり,137134
2015-09-23,くもり,142924
2015-09-24,雨,121776
2015-09-25,くもり,160119
2015-09-26,くもり,162016
2015-09-27,くもり,157523
2015-09-28,雨,123604
2015-09-29,くもり,120109
2015-09-30,雨,112747
2015-10-01,雨,108405
2015-10-02,晴れ,176322
2015-10-03,晴れ,180253
2015-10-04,晴れ,188546
2015-10-05,晴れ,162273
2015-10-06,晴れ,148988
2015-10-07,晴れ,156910
2015-10-08,くもり,150587
2015-10-09,くもり,153165
2015-10-10,雨,144041
2015-10-11,くもり,157191
2015-10-12,雨,125136
2015-10-13,くもり,139550
2015-10-14,晴れ,165580
2015-10-15,くもり,135485
2015-10-16,雨,130317
2015-10-17,くもり,154382
2015-10-18,雨,128930
2015-10-19,くもり,151203
2015-10-20,くもり,137226
2015-10-21,くもり,130534
2015-10-22,晴れ,159044
2015-10-23,雨,139826
2015-10-24,くもり,150682
2015-10-25,晴れ,172437
2015-10-26,晴れ,171862
2015-10-27,くもり,145381
2015-10-28,晴れ,161170
2015-10-29,晴れ,148434
2015-10-30,晴れ,176330
2015-10-31,晴れ,200950
2015-11-01,晴れ,169181
2015-11-02,晴れ,154624
2015-11-03,晴れ,143879
2015-11-04,晴れ,138495
2015-11-05,くもり,134571
2015-11-06,くもり,136142
2015-11-07,雨,132786
2015-11-08,晴れ,165550
2015-11-09,晴れ,165840
2015-11-10,晴れ,132738
2015-11-11,くもり,130800
2015-11-12,晴れ,140137
2015-11-13,晴れ,171217
2015-11-14,晴れ,170681
2015-11-15,くもり,158262
2015-11-16,晴れ,160869
2015-11-17,晴れ,138480
2015-11-18,晴れ,140206
2015-11-19,くもり,138174
2015-11-20,くもり,144601
2015-11-21,晴れ,169380
2015-11-22,くもり,151159
2015-11-23,雨,112259
2015-11-24,くもり,131003
2015-11-25,雨,102443
2015-11-26,くもり,151627
2015-11-27,晴れ,174886
2015-11-28,晴れ,175546
2015-11-29,晴れ,171872
2015-11-30,晴れ,136889
2015-12-01,くもり,142116
2015-12-02,くもり,124334
2015-12-03,雨,109698
2015-12-04,くもり,152598
2015-12-05,くもり,144293
2015-12-06,くもり,144175
2015-12-07,晴れ,151473
2015-12-08,晴れ,142824
2015-12-09,晴れ,142221
2015-12-10,晴れ,155371
2015-12-11,くもり,137033
2015-12-12,くもり,150944
2015-12-13,晴れ,169076
2015-12-14,晴れ,153858
2015-12-15,晴れ,136755
2015-12-16,くもり,127329
2015-12-17,くもり,129966
2015-12-18,くもり,154561
2015-12-19,くもり,147690
2015-12-20,雨,131141
2015-12-21,くもり,132563
2015-12-22,くもり,132646
2015-12-23,くもり,124218
2015-12-24,くもり,142288
2015-12-25,くもり,150069
2015-12-26,くもり,178707
2015-12-27,晴れ,166155
2015-12-28,くもり,123890
2015-12-29,くもり,132729
2015-12-30,くもり,125856
2015-12-31,くもり,140305
2016-01-01,晴れ,184926
2016-01-02,晴れ,188297
2016-01-03,晴れ,185963
2016-01-04,晴れ,154293
2016-01-05,くもり,128760
2016-01-06,晴れ,149625
2016-01-07,雨,118285
2016-01-08,晴れ,179263
2016-01-09,晴れ,174052
2016-01-10,晴れ,177268
2016-01-11,晴れ,151015
2016-01-12,晴れ,148812
2016-01-13,晴れ,143024
2016-01-14,くもり,136823
2016-01-15,くもり,148468
2016-01-16,晴れ,175405
2016-01-17,晴れ,170229
2016-01-18,晴れ,148988
2016-01-19,晴れ,148328
2016-01-20,晴れ,164056
2016-01-21,晴れ,152450
2016-01-22,晴れ,180887
2016-01-23,晴れ,177440
2016-01-24,晴れ,175012
2016-01-25,晴れ,150761
2016-01-26,晴れ,152603
2016-01-27,晴れ,154297
2016-01-28,晴れ,161680
2016-01-29,晴れ,172860
2016-01-30,晴れ,193868
2016-01-31,くもり,151394
2016-02-01,くもり,136225
2016-02-02,晴れ,152590
2016-02-03,くもり,130043
2016-02-04,くもり,141084
2016-02-05,雨,127545
2016-02-06,晴れ,174782
2016-02-07,晴れ,172376
2016-02-08,晴れ,139728
2016-02-09,晴れ,145034
2016-02-10,晴れ,145734
2016-02-11,晴れ,161377
2016-02-12,くもり,148829
2016-02-13,くもり,158581
2016-02-14,くもり,146033
2016-02-15,くもり,131452
2016-02-16,くもり,116759
2016-02-17,くもり,126202
2016-02-18,くもり,133237
2016-02-19,雨,135216
2016-02-20,晴れ,173844
2016-02-21,くもり,142040
2016-02-22,くもり,131889
2016-02-23,雨,110241
2016-02-24,くもり,130277
2016-02-25,くもり,132493
2016-02-26,くもり,167589
2016-02-27,雨,134186
2016-02-28,晴れ,178053
2016-02-29,くもり,131483
2016-03-01,雨,131429
2016-03-02,雨,118038
2016-03-03,晴れ,171673
2016-03-04,晴れ,185372
2016-03-05,晴れ,188070
2016-03-06,晴れ,195666
2016-03-07,晴れ,163213
2016-03-08,晴れ,139100
2016-03-09,くもり,133396
2016-03-10,晴れ,160102
2016-03-11,晴れ,184590
2016-03-12,晴れ,207356
2016-03-13,晴れ,181789
2016-03-14,晴れ,172149
2016-03-15,くもり,137171
2016-03-16,雨,114856
2016-03-17,くもり,146528
2016-03-18,雨,136636
2016-03-19,くもり,174227
2016-03-20,晴れ,187469
2016-03-21,晴れ,172216
2016-03-22,晴れ,159495
2016-03-23,くもり,137392
2016-03-24,晴れ,180565
2016-03-25,晴れ,180601
2016-03-26,雨,139390
2016-03-27,雨,140370
2016-03-28,くもり,145962
2016-03-29,くもり,151566
2016-03-30,くもり,136740
2016-03-31,晴れ,175984
2016-04-01,晴れ,177055
2016-04-02,晴れ,195048
2016-04-03,晴れ,174389
2016-04-04,くもり,143347
2016-04-05,くもり,133567
2016-04-06,くもり,134491
2016-04-07,くもり,145960
2016-04-08,雨,144589
2016-04-09,くもり,172602
2016-04-10,晴れ,188785
2016-04-11,晴れ,171272
2016-04-12,晴れ,144890
2016-04-13,くもり,134675
2016-04-14,晴れ,187504
2016-04-15,雨,135271
2016-04-16,晴れ,185501
2016-04-17,晴れ,174116
2016-04-18,晴れ,169494
2016-04-19,晴れ,155862
2016-04-20,くもり,133661
2016-04-21,雨,127095
2016-04-22,くもり,164491
2016-04-23,くもり,171873
2016-04-24,くもり,156550
2016-04-25,晴れ,164606
2016-04-26,晴れ,155094
2016-04-27,晴れ,160424
2016-04-28,くもり,140874
2016-04-29,くもり,161384
2016-04-30,晴れ,197104
2016-05-01,晴れ,185120
2016-05-02,雨,136663
2016-05-03,晴れ,142985
2016-05-04,晴れ,160175
2016-05-05,晴れ,177512
2016-05-06,晴れ,187774
2016-05-07,晴れ,195438
2016-05-08,晴れ,191309
2016-05-09,晴れ,168700
2016-05-10,くもり,141672
2016-05-11,晴れ,167446
2016-05-12,晴れ,164920
2016-05-13,晴れ,187496
2016-05-14,晴れ,205563
2016-05-15,晴れ,198682
2016-05-16,晴れ,182283
2016-05-17,晴れ,174094
2016-05-18,くもり,127391
2016-05-19,くもり,145087
2016-05-20,雨,141639
2016-05-21,雨,152306
2016-05-22,くもり,173781
2016-05-23,くもり,155181
2016-05-24,雨,118136
2016-05-25,雨,124835
2016-05-26,くもり,149877
2016-05-27,晴れ,187418
2016-05-28,雨,148456
2016-05-29,雨,146691
2016-05-30,くもり,156187
2016-05-31,くもり,140632
2016-06-01,くもり,150959
2016-06-02,くもり,148630
2016-06-03,雨,148894
2016-06-04,晴れ,188616
2016-06-05,くもり,157753
2016-06-06,くもり,143452
2016-06-07,雨,131028
2016-06-08,雨,119840
2016-06-09,晴れ,159680
2016-06-10,くもり,157127
2016-06-11,くもり,177538
2016-06-12,雨,148129
2016-06-13,雨,119340
2016-06-14,くもり,136214
2016-06-15,雨,128794
2016-06-16,雨,125779
2016-06-17,雨,143863
2016-06-18,雨,147251
2016-06-19,くもり,171775
2016-06-20,くもり,153774
2016-06-21,くもり,143049
2016-06-22,晴れ,149785
2016-06-23,晴れ,171964
2016-06-24,晴れ,191382
2016-06-25,晴れ,197954
2016-06-26,くもり,169614
2016-06-27,雨,135375
2016-06-28,雨,134384
2016-06-29,雨,119756
2016-06-30,くもり,144836
2016-07-01,雨,149658
2016-07-02,晴れ,197583
2016-07-03,晴れ,195111
2016-07-04,晴れ,192045
2016-07-05,晴れ,169445
2016-07-06,晴れ,160757
2016-07-07,くもり,159495
2016-07-08,晴れ,217748
2016-07-09,晴れ,227667
2016-07-10,くもり,159114
2016-07-11,晴れ,179900
2016-07-12,晴れ,162877
2016-07-13,くもり,153333
2016-07-14,晴れ,175270
2016-07-15,くもり,175933
2016-07-16,雨,152085
2016-07-17,晴れ,203269
2016-07-18,晴れ,172772
2016-07-19,晴れ,171124
2016-07-20,くもり,151015
2016-07-21,晴れ,187988
2016-07-22,晴れ,175786
2016-07-23,晴れ,212148
2016-07-24,晴れ,199777
2016-07-25,くもり,163511
2016-07-26,雨,129170
2016-07-27,雨,130548
2016-07-28,晴れ,182372
2016-07-29,くもり,170075
2016-07-30,くもり,173286
2016-07-31,くもり,174181
2016-08-01,晴れ,177760
2016-08-02,晴れ,168532
2016-08-03,晴れ,171102
2016-08-04,晴れ,175906
2016-08-05,くもり,169138
2016-08-06,晴れ,193846
2016-08-07,くもり,176377
2016-08-08,晴れ,200584
2016-08-09,晴れ,182024
2016-08-10,晴れ,172268
2016-08-11,晴れ,176131
2016-08-12,晴れ,191208
2016-08-13,晴れ,202658
2016-08-14,くもり,177020
2016-08-15,くもり,162819
2016-08-16,くもり,154764
2016-08-17,くもり,144375
2016-08-18,くもり,152746
2016-08-19,くもり,170468
2016-08-20,くもり,175786
2016-08-21,晴れ,192938
2016-08-22,晴れ,199374
2016-08-23,晴れ,159702
2016-08-24,晴れ,165923
2016-08-25,晴れ,182799
2016-08-26,晴れ,201793
2016-08-27,晴れ,205862
2016-08-28,晴れ,211057
2016-08-29,くもり,157052
2016-08-30,くもり,146332
2016-08-31,晴れ,183693
2016-09-01,晴れ,176770
2016-09-02,くもり,163035
2016-09-03,くもり,161293
2016-09-04,くもり,169152
2016-09-05,晴れ,160046
2016-09-06,くもり,132902
2016-09-07,雨,119030
2016-09-08,くもり,147996
2016-09-09,雨,132367
2016-09-10,雨,141821
2016-09-11,雨,135372
2016-09-12,雨,120200
2016-09-13,くもり,132953
2016-09-14,晴れ,146636
2016-09-15,晴れ,164657
2016-09-16,晴れ,193076
2016-09-17,くもり,171311
2016-09-18,くもり,161886
2016-09-19,くもり,146440
2016-09-20,くもり,149592
2016-09-21,晴れ,163544
2016-09-22,くもり,148431
2016-09-23,晴れ,168253
2016-09-24,くもり,161269
2016-09-25,くもり,166852
2016-09-26,くもり,152497
2016-09-27,くもり,132135
2016-09-28,くもり,134267
2016-09-29,くもり,142368
2016-09-30,くもり,161628
2016-10-01,くもり,176199
2016-10-02,晴れ,162093
2016-10-03,晴れ,142949
2016-10-04,晴れ,157387
2016-10-05,晴れ,154157
2016-10-06,くもり,143286
2016-10-07,くもり,169953
2016-10-08,くもり,166266
2016-10-09,くもり,157329
2016-10-10,晴れ,156070
2016-10-11,晴れ,161623
2016-10-12,くもり,141660
2016-10-13,雨,123671
2016-10-14,くもり,162274
2016-10-15,くもり,146761
2016-10-16,雨,146027
2016-10-17,雨,124214
2016-10-18,くもり,138632
2016-10-19,晴れ,149677
2016-10-20,くもり,143008
2016-10-21,くもり,165284
2016-10-22,くもり,181121
2016-10-23,雨,132760
2016-10-24,雨,117677
2016-10-25,くもり,143492
2016-10-26,晴れ,147662
2016-10-27,晴れ,157893
2016-10-28,晴れ,184460
2016-10-29,雨,146678
2016-10-30,くもり,154831
2016-10-31,雨,122110
2016-11-01,くもり,126857
2016-11-02,晴れ,145709
2016-11-03,晴れ,147807
2016-11-04,くもり,155656
2016-11-05,くもり,168900
2016-11-06,くもり,158498
2016-11-07,くもり,137813
2016-11-08,くもり,138338
2016-11-09,晴れ,145958
2016-11-10,くもり,136631
2016-11-11,晴れ,173437
2016-11-12,晴れ,183809
2016-11-13,晴れ,185241
2016-11-14,晴れ,143145
2016-11-15,晴れ,145189
2016-11-16,くもり,129619
2016-11-17,晴れ,153760
2016-11-18,晴れ,175637
2016-11-19,くもり,153120
2016-11-20,くもり,152245
2016-11-21,くもり,128689
2016-11-22,くもり,135672
2016-11-23,雨,113714
2016-11-24,晴れ,158939
2016-11-25,晴れ,177384
2016-11-26,くもり,144347
2016-11-27,くもり,148792
2016-11-28,晴れ,167356
2016-11-29,くもり,138474
2016-11-30,くもり,139895
2016-12-01,くもり,140314
2016-12-02,くもり,143894
2016-12-03,雨,128405
2016-12-04,くもり,152035
2016-12-05,くもり,136432
2016-12-06,くもり,120326
2016-12-07,くもり,141829
2016-12-08,晴れ,163374
2016-12-09,晴れ,170185
2016-12-10,くもり,153595
2016-12-11,くもり,150112
2016-12-12,くもり,140630
2016-12-13,晴れ,156575
2016-12-14,くもり,132552
2016-12-15,雨,124232
2016-12-16,くもり,165798
2016-12-17,くもり,153421
2016-12-18,くもり,154785
2016-12-19,くもり,141143
2016-12-20,晴れ,153088
2016-12-21,晴れ,145278
2016-12-22,くもり,128998
2016-12-23,くもり,142682
2016-12-24,晴れ,177949
2016-12-25,晴れ,165839
2016-12-26,晴れ,152417
2016-12-27,晴れ,148371
2016-12-28,くもり,141302
2016-12-29,雨,122073
2016-12-30,晴れ,176226
2016-12-31,晴れ,185094
2017-01-01,晴れ,178896
2017-01-02,晴れ,173368
2017-01-03,くもり,128385
2017-01-04,雨,130427
2017-01-05,くもり,138602
2017-01-06,雨,139333
2017-01-07,晴れ,198440
2017-01-08,晴れ,183206
2017-01-09,晴れ,176478
2017-01-10,くもり,122261
2017-01-11,雨,113211
2017-01-12,晴れ,151796
2017-01-13,晴れ,189559
2017-01-14,晴れ,191273
2017-01-15,晴れ,184995
2017-01-16,くもり,143519
2017-01-17,くもり,119678
2017-01-18,雨,118362
2017-01-19,晴れ,160315
2017-01-20,晴れ,183615
2017-01-21,晴れ,203768
2017-01-22,晴れ,181088
2017-01-23,晴れ,165364
2017-01-24,晴れ,152228
2017-01-25,くもり,131692
2017-01-26,晴れ,150482
2017-01-27,晴れ,180964
2017-01-28,くもり,166710
2017-01-29,雨,137058
2017-01-30,くもり,145802
2017-01-31,晴れ,152235
2017-02-01,雨,108433
2017-02-02,くもり,148466
2017-02-03,くもり,149516
2017-02-04,くもり,176148
2017-02-05,くもり,154214
2017-02-06,くもり,139312
2017-02-07,晴れ,161025
2017-02-08,晴れ,161960
2017-02-09,晴れ,162000
2017-02-10,晴れ,177762
2017-02-11,雨,128844
2017-02-12,くもり,148864
2017-02-13,雨,111518
2017-02-14,晴れ,165142
2017-02-15,雨,111553
2017-02-16,くもり,142287
2017-02-17,くもり,163196
2017-02-18,晴れ,184117
2017-02-19,晴れ,192722
2017-02-20,くもり,143349
2017-02-21,晴れ,163520
2017-02-22,晴れ,171466
2017-02-23,晴れ,167854
2017-02-24,くもり,164356
2017-02-25,くもり,166853
2017-02-26,晴れ,182340
2017-02-27,くもり,150430
2017-02-28,晴れ,163707
2017-03-01,雨,121109
2017-03-02,晴れ,163136
2017-03-03,晴れ,185226
2017-03-04,晴れ,204029
2017-03-05,晴れ,178291
2017-03-06,晴れ,168183
2017-03-07,晴れ,159841
2017-03-08,雨,116542
2017-03-09,くもり,144238
2017-03-10,くもり,165678
2017-03-11,雨,150727
2017-03-12,くもり,156986
2017-03-13,くもり,154179
2017-03-14,くもり,143749
2017-03-15,雨,124387
2017-03-16,晴れ,164068
2017-03-17,晴れ,189481
2017-03-18,晴れ,202078
2017-03-19,くもり,156514
2017-03-20,晴れ,173082
2017-03-21,晴れ,165019
2017-03-22,晴れ,150707
2017-03-23,くもり,161891
2017-03-24,くもり,157814
2017-03-25,くもり,181901
2017-03-26,くもり,162791
2017-03-27,くもり,159130
2017-03-28,くもり,153393
2017-03-29,晴れ,169508
2017-03-30,くもり,143432
2017-03-31,くもり,167298
2017-04-01,くもり,170329
2017-04-02,くもり,171565
2017-04-03,くもり,151475
2017-04-04,くもり,152168
2017-04-05,くもり,149099
2017-04-06,雨,122254
2017-04-07,雨,138872
2017-04-08,晴れ,200063
2017-04-09,雨,140688
2017-04-10,晴れ,173666
2017-04-11,くもり,142565
2017-04-12,くもり,130269
2017-04-13,晴れ,164381
2017-04-14,晴れ,187420
2017-04-15,晴れ,185827
2017-04-16,雨,146307
2017-04-17,晴れ,178837
2017-04-18,晴れ,158654
2017-04-19,晴れ,161743
2017-04-20,晴れ,175777
2017-04-21,晴れ,193667
2017-04-22,晴れ,206264
2017-04-23,晴れ,182282
2017-04-24,くもり,155151
2017-04-25,雨,128462
2017-04-26,晴れ,155346
2017-04-27,くもり,150028
2017-04-28,晴れ,184377
2017-04-29,くもり,164780
2017-04-30,くもり,172821
2017-05-01,くもり,172237
2017-05-02,晴れ,163541
2017-05-03,くもり,157099
2017-05-04,くもり,165824
2017-05-05,くもり,163915
2017-05-06,雨,155120
2017-05-07,雨,140999
2017-05-08,くもり,143917
2017-05-09,くもり,142159
2017-05-10,雨,116945
2017-05-11,晴れ,180359
2017-05-12,晴れ,195210
2017-05-13,晴れ,192877
2017-05-14,晴れ,200298
2017-05-15,晴れ,161993
2017-05-16,晴れ,179920
2017-05-17,晴れ,163524
2017-05-18,くもり,148410
2017-05-19,雨,154225
2017-05-20,くもり,173514
2017-05-21,雨,149788
2017-05-22,晴れ,170081
2017-05-23,晴れ,175281
2017-05-24,くもり,157987
2017-05-25,くもり,160235
2017-05-26,雨,148334
2017-05-27,くもり,164850
2017-05-28,晴れ,204883
2017-05-29,晴れ,184374
2017-05-30,晴れ,176913
2017-05-31,晴れ,169263
2017-06-01,晴れ,179468
2017-06-02,雨,148257
2017-06-03,晴れ,207369
2017-06-04,くもり,166319
2017-06-05,くもり,155204
2017-06-06,雨,122970
2017-06-07,晴れ,175683
2017-06-08,晴れ,186427
2017-06-09,雨,153632
2017-06-10,くもり,181334
2017-06-11,くもり,185925
2017-06-12,雨,129006
2017-06-13,晴れ,173055
2017-06-14,くもり,147868
2017-06-15,雨,133437
2017-06-16,くもり,163174
2017-06-17,雨,148772
2017-06-18,雨,147876
2017-06-19,くもり,161409
2017-06-20,雨,131087
2017-06-21,雨,121143
2017-06-22,雨,137906
2017-06-23,晴れ,186150
2017-06-24,晴れ,215925
2017-06-25,くもり,168627
2017-06-26,くもり,151080
2017-06-27,くもり,145140
2017-06-28,晴れ,175890
2017-06-29,晴れ,168309
2017-06-30,晴れ,204491
2017-07-01,晴れ,211457
2017-07-02,くもり,191467
2017-07-03,くもり,162465
2017-07-04,晴れ,178528
2017-07-05,晴れ,178907
2017-07-06,雨,133795
2017-07-07,晴れ,194408
2017-07-08,晴れ,211799
2017-07-09,晴れ,216192
2017-07-10,晴れ,190718
2017-07-11,晴れ,179809
2017-07-12,くもり,159035
2017-07-13,晴れ,185221
2017-07-14,晴れ,190498
2017-07-15,晴れ,211495
2017-07-16,晴れ,200244
2017-07-17,晴れ,179342
2017-07-18,晴れ,186951
2017-07-19,晴れ,184416
2017-07-20,晴れ,189542
2017-07-21,くもり,182827
2017-07-22,晴れ,219334
2017-07-23,くもり,176664
2017-07-24,晴れ,182374
2017-07-25,晴れ,170130
2017-07-26,くもり,160675
2017-07-27,雨,136211
2017-07-28,雨,168471
2017-07-29,雨,152715
2017-07-30,くもり,175644
2017-07-31,雨,145627
2017-08-01,晴れ,174228
2017-08-02,晴れ,182025
2017-08-03,晴れ,185169
2017-08-04,晴れ,214589
2017-08-05,晴れ,200318
2017-08-06,晴れ,200174
2017-08-07,くもり,167581
2017-08-08,晴れ,181976
2017-08-09,晴れ,180129
2017-08-10,晴れ,192409
2017-08-11,晴れ,198715
2017-08-12,晴れ,222381
2017-08-13,くもり,168169
2017-08-14,くもり,145660
2017-08-15,雨,128973
2017-08-16,晴れ,172941
2017-08-17,晴れ,194679
2017-08-18,晴れ,210863
2017-08-19,くもり,196264
2017-08-20,晴れ,206537
2017-08-21,くもり,162552
2017-08-22,くもり,147181
2017-08-23,晴れ,176053
2017-08-24,晴れ,178573
2017-08-25,くもり,182737
2017-08-26,くもり,200771
2017-08-27,晴れ,216567
2017-08-28,くもり,167349
2017-08-29,晴れ,176115
2017-08-30,晴れ,177991
2017-08-31,晴れ,199719
